ID,Name,Beschreibung,CannaWorld-Teil,Domäne/Kategorie,Empfänger/Rolle,Delivery-Typ,Input → Output,Beleg-Quelle,Reifegrad,AIHF-Bezug,Status
GW-097,Exporter Onboarding Wizard,"Geführter Onboarding-Workflow: Unternehmensdaten, Dokument-Upload, Rolle-Bestätigung, Status-Tracking.",Gateway,Platform/Identity,Neuer Exporter,automatisiert,"Formular-Daten + Dokumente → onboarding_application_id, Status","src/pages/dashboard/ExporterOnboarding.tsx, src/hooks/useExporterOnboarding.ts",live,nein,BELEGT
GW-098,Onboarding AI-Extract (Dokument-Analyse),"KI analysiert hochgeladene Onboarding-Dokumente (Handelsregister, Lizenzen, Zertifikate) und befüllt Onboarding-Formular automatisch.",Gateway,Platform/Identity,Neuer Exporter/Importer,AI-gestützt,Dokument-Upload (PDF/Bild) → strukturierte Onboarding-Felder,supabase/functions/onboarding-ai-extract/index.ts,live,nein,BELEGT
GW-099,Exporter Verifizierung (Admin),Admin-seitige Prüfung und Genehmigung/Ablehnung von Exporter-Onboarding-Anträgen.,Gateway,Platform/Identity,Admin,menschlich,"Onboarding-Antrag → approved/rejected, Begründung",src/pages/dashboard/ExporterVerification.tsx,live,nein,BELEGT
GW-100,Bewerbungsbestätigung per E-Mail,Sendet strukturierte Bestätigungs-E-Mail nach Onboarding-Antrag mit rollenspezifischen Workspace-Infos via Resend.,Gateway,Platform/Identity,Neuer Benutzer,automatisiert,"user_email, role, request_id → Bestätigungs-E-Mail (HTML)",supabase/functions/application-confirmation/index.ts,live,nein,BELEGT
GW-101,Rollen-Anfrage (Request Role Change),Benutzer beantragt Rollen-Änderung; Admin erhält E-Mail-Benachrichtigung mit workspace-spezifischen Bullet-Points.,Gateway,Platform/Identity,"Benutzer, Admin",automatisiert,"requested_role, user_data → Admin-E-Mail, request_id",supabase/functions/request-role-change/index.ts,live,nein,BELEGT
GW-102,Admin Rollen-Management,"Admin verwaltet Benutzerrollen: zuweisen, entziehen, deaktivieren (Ban), Profil-Edit; RBAC-Enforcement.",Gateway,Platform/Identity,Admin,automatisiert,"user_id, role → aktualisierte user_roles","src/pages/dashboard/AdminRoles.tsx, supabase/functions/admin-roles/index.ts",live,nein,BELEGT
GW-103,Rollen-Management (Gesamt),Übersicht aller Rollen und Benutzer-Zuordnungen; Bulk-Rollen-Operationen.,Gateway,Platform/Identity,Admin,automatisiert,"Filter → Rollen-Matrix, User-Liste",src/pages/dashboard/RolesManagement.tsx,live,nein,BELEGT
GW-104,Permission Matrix,Visuelle Matrix: welche Rollen welche Aktionen/Features dürfen; Read-only Audit-View.,Gateway,Platform/Identity,Admin,automatisiert,– → Rollen × Permissions Matrix,src/pages/dashboard/PermissionMatrix.tsx,live,nein,BELEGT
GW-105,Auth Sync (Cross-Platform),Synchronisiert Auth-State zwischen Gateway und anderen Cannaverse-Apps; entfernte validate/refresh-Actions.,Gateway,Platform/Identity,System/intern,automatisiert,Session-Token → Sync-Status,supabase/functions/auth-sync/index.ts,live,nein,BELEGT
GW-106,Cross-Login (App-übergreifend),"Generiert Magic-Link für SSO-Login in andere Cannaverse-App (Marketplace, AICert) aus Gateway-Session heraus.",Gateway,Platform/Identity,Eingeloggter Benutzer,automatisiert,Bearer-Token → login_url (Magic-Link für Ziel-App),supabase/functions/cross-login/index.ts,live,nein,BELEGT
GW-107,Cross-Platform API (Maschine-zu-Maschine),"M2M-API: Chargen anlegen, abrufen; Audit/Regulatory/Compliance/Notification-Sync-Events von anderen Apps entgegennehmen.",Gateway,Platform/Identity,"Marketplace, AICert (API-Key)",automatisiert,x-api-key + action → batch_id / sync_event_id,supabase/functions/cross-platform-api/index.ts,live,nein,BELEGT
GW-108,Cross-Platform Sync (Hook),"Frontend-Hook für M2M-Sync-Calls: auditSync, regulatorySync, complianceSync, notifySync.",Gateway,Platform/Identity,Frontend,automatisiert,Sync-Payload → sync_event_id,src/hooks/useCrossPlatformSync.ts,live,nein,BELEGT
GW-109,KYC Screening,Keyword-Pre-Screen gegen Watchlist-Begriffe; PEP-Deklaration; Sanctions-Hinweis; schreibt kyc_screening_cases.,Gateway,Regulatory,"Admin, Compliance",automatisiert,"company_name, identifiers, watchlist_terms → screening_status (clear/blocked/manual_review), kyc_case_id",supabase/functions/gateway-kyc-screen/index.ts,live,nein,BELEGT
GW-110,CRM Pipeline (HubSpot-fähig),"Deal-Pipeline mit Kontakt-Verwaltung, Stage-Management und optionalem HubSpot-Sync.",Gateway,Trade,"Admin, Trader",automatisiert,"action=pipeline/sync_contact/update_deal_stage → Pipeline-View, Kontakt-Record","supabase/functions/gateway-crm-integration/index.ts, src/pages/dashboard/CrmPipeline.tsx",live,nein,BELEGT
GW-111,Billing Dashboard & Invoice-Management,"Rechnungsverwaltung: Erstellen, Versenden, Bezahlen (Bank/Crypto/Manuel); Überfälligkeits-Check.",Gateway,Billing,"Admin, Exporter",automatisiert,"Invoice-Daten → invoice_id, Zahlungsstatus","src/pages/dashboard/Billing.tsx, supabase/functions/billing/index.ts",live,nein,BELEGT
GW-112,Invoice PDF-Generierung,"Generiert PDF-Rechnung mit GS1-Header, Positionen, Summen und Zahlungsinformationen (Bank/Crypto-Block).",Gateway,Billing,Admin,automatisiert,invoice_id + items → PDF-Binärdaten,supabase/functions/invoice-pdf/index.ts,live,nein,BELEGT
GW-113,Überfälligkeits-Checker (Cron),Cron-Function: prüft überfällige Rechnungen und sendet Mahnungs-E-Mail via Resend.,Gateway,Billing,Admin,automatisiert,"Datum-Check → overdue_invoices, Mahnungs-E-Mails",supabase/functions/check-overdue-invoices/index.ts,live,nein,BELEGT
GW-114,Stripe Webhook Verarbeitung,Empfängt Stripe-Zahlungs-Events (order.paid etc.) und schreibt Royalty-/Payment-Records; Blacklist-bedingt primär inaktiv.,Gateway,Billing,System/intern,automatisiert,Stripe-Event → genetic_royalty_payment_record,supabase/functions/stripe-webhook/index.ts,im-Code,nein,BELEGT
GW-115,Supplier Qualification,"Verwaltet Lieferanten-Qualifizierungsprozess: Erstbewertung, Audit-Termin, Zertifikat-Upload, Status.",Gateway,Sourcing,"Exporter, Admin",automatisiert,"Lieferantendaten → supplier_id, qualification_status","src/pages/dashboard/SupplierQualification.tsx, src/hooks/use-suppliers.ts",live,nein,BELEGT
GW-116,Import/Export Lizenzen,Verwaltung und Ablauf-Tracking von Import/Export-Lizenzen und Narcotics-Permits.,Gateway,Regulatory,"Exporter, Importer",automatisiert,"Lizenz-Daten → license_id, Ablauf-Alert","src/pages/dashboard/ImportExportLicenses.tsx, src/hooks/use-licenses.ts",live,nein,BELEGT
GW-117,Training Matrix (GxP-Schulungsplanung),Rollenbasierte Schulungs-Matrix: welche Rolle braucht welche Trainings mit Deadline und Status.,Gateway,Education,"Farm, Exporter, QA",automatisiert,"Rollen-Matrix → Trainings-Plan, Compliance-Status",src/pages/dashboard/TrainingMatrix.tsx,live,nein,BELEGT
GW-118,Training Records,"Persönliche Trainings-Nachweise: abgeschlossene Schulungen, Zertifikate, Gültigkeitsdaten.",Gateway,Education,Alle Rollen,automatisiert,"User-ID → Training-Records, Ablauf-Warnungen",src/pages/dashboard/TrainingRecords.tsx,live,nein,BELEGT
GW-119,E-Learning (GxP-Module),"Selbstgeführte E-Learning-Module zu GxP, GACP, GDP; strukturiert nach Rolle und Markt.",Gateway,Education,Alle Rollen,automatisiert,"Modulauswahl → Lernfortschritt, Completion-Zertifikat",src/pages/dashboard/ELearning.tsx,live,nein,BELEGT
GW-120,Knowledge Tests,Wissenstests nach E-Learning-Modulen mit automatischer Auswertung.,Gateway,Education,Alle Rollen,automatisiert,"Test-Antworten → Score, Pass/Fail","src/pages/dashboard/KnowledgeTests.tsx, src/pages/dashboard/education/KnowledgeTests.tsx",live,nein,BELEGT
GW-121,Live Classroom (Session Lobby),"Virtuelle Schulungsräume: Session-Planung, Teilnehmer-Registrierung, Status (scheduled/live/closed).",Gateway,Education,Alle Rollen,automatisiert,"session_id → Teilnehmer-Liste, Status",src/pages/dashboard/education/SessionsLobby.tsx,live,nein,BELEGT
GW-122,Live Classroom (Video-Session mit KI),Interaktive Video-Classroom-Session mit LiveKit-Token; KI-Assistent über classroom-ai Edge Function.,Gateway,Education,"Instructor, Teilnehmer",AI-gestützt,"room, session_id → LiveKit-Token, KI-Antworten","src/pages/dashboard/education/Classroom.tsx, supabase/functions/livekit-token/index.ts, supabase/functions/classroom-ai/index.ts",live,nein,BELEGT
GW-123,Session Notes & Chat KI,KI-gestützte Session-Notizen mit automatischer Zusammenfassung und Follow-up-Extraktion.,Gateway,Education,"Instructor, Auditor",AI-gestützt,"session_notes → KI-Zusammenfassung, Open-Follow-ups","supabase/functions/gateway-summarize-session/index.ts, src/hooks/use-session-notes.ts, use-session-chat.ts",live,nein,BELEGT
GW-124,Education Statistiken,"Plattform-weite Bildungs-KPIs: Completion-Rates, Testergebnisse, Engagement.",Gateway,Education,"Admin, Instructor",automatisiert,Zeitraum → Education-KPIs,src/pages/dashboard/education/Statistics.tsx,live,nein,BELEGT
GW-125,Education Landing (öffentlich),Öffentliche Education-Landingpage mit Modul-Vorschau und CTA für Account-Erstellung.,Gateway,Education,Extern,automatisiert,"– → Kurs-Übersicht, Signup-CTA",src/pages/EducationLanding.tsx,live,nein,BELEGT
GW-126,Komms-Bot-Router (AI-Chat-Kanal),"Multi-Channel-Messaging-Bot: empfängt Nachrichten über cw_channels, lädt Entity-Kontext und antwortet KI-gestützt.",Gateway,Support/BackOffice,Benutzer aller Rollen,AI-gestützt,"channel_id, message → KI-Antwort in Channel",supabase/functions/comms-bot-router/index.ts,live,nein,BELEGT
GW-127,Notification Dispatcher (Multi-Channel),"Sendet Event-Benachrichtigungen an konfigurierte Kanäle: Slack, Teams, Telegram, generischer Webhook.",Gateway,Support/BackOffice,"Admin, Abonnenten",automatisiert,"event_type, batch_data → Kanal-Nachrichten (Slack/Teams/Telegram/Webhook)",supabase/functions/notification-dispatcher/index.ts,live,nein,BELEGT
GW-128,E-Mail Versand (Transaktional),"Generischer Transaktions-E-Mail-Versand via Resend (Onboarding, Benachrichtigungen, Alerts).",Gateway,Support/BackOffice,Alle Rollen,automatisiert,"to, subject, html → Resend-Message-ID","supabase/functions/send-email/index.ts, send-notification-email/index.ts, notify-email/index.ts",live,nein,BELEGT
GW-129,Kontakt-E-Mail (öffentliches Formular),Öffentliches Kontaktformular sendet E-Mail an Support; CORS-gesichert.,Gateway,Support/BackOffice,Extern,automatisiert,"name, email, message → Support-E-Mail",supabase/functions/send-contact-email/index.ts,live,nein,BELEGT
GW-130,Resend Webhook (Bounce/Suppression),"Empfängt Resend-Webhook-Events (bounced, complained, failed) und setzt E-Mail-Status/Suppression.",Gateway,Support/BackOffice,System/intern,automatisiert,"Resend-Event → notification_status, suppression_list",supabase/functions/resend-webhook/index.ts,live,nein,BELEGT
GW-131,SMS-Alerts (Twilio),Sendet SMS-Alerts bei kritischen IoT/Compliance-Events an abonnierte Telefonnummern; Twilio oder Mock-Mode.,Gateway,Support/BackOffice,"Farm, Logistics, Admin",automatisiert,"event_type, device_data → SMS an Abonnenten",supabase/functions/sms-alerts/index.ts,live,nein,BELEGT
GW-132,WhatsApp-Alerts,Sendet WhatsApp-Nachrichten via Meta Business API bei kritischen Events; E-Mail-Fallback.,Gateway,Support/BackOffice,"Farm, Logistics, Admin",automatisiert,"event_type, recipient → WhatsApp-Nachricht oder E-Mail-Fallback",supabase/functions/whatsapp-alerts/index.ts,live,nein,BELEGT
GW-133,Telegram-Alerts & Channel-Abo,"Sendet Telegram-Alerts an Kanäle; verwaltet Subscriptions (chat_id, alert_types).",Gateway,Support/BackOffice,"Admin, Farm, Logistics",automatisiert,"event + chat_id → Telegram-Nachricht, subscription_id",supabase/functions/telegram-alerts/index.ts,live,nein,BELEGT
GW-134,LINE-Relay (Ingest),Empfängt LINE-Webhook-Events mit HMAC-Signatur-Verifikation; speichert in line_events; schreibt keine unvalidierten Events.,Gateway,Support/BackOffice,LINE-Benutzer,automatisiert,LINE-Webhook-Payload + x-line-signature → line_events,supabase/functions/line-relay/index.ts,live,nein,BELEGT
GW-135,LINE-Broadcast,Sendet Broadcast-Nachricht an LINE-Kanal-Abonnenten.,Gateway,Support/BackOffice,LINE-Abonnenten,automatisiert,"message, channel → LINE-Broadcast-Result",supabase/functions/line-broadcast/index.ts,live,nein,BELEGT
GW-136,LINE Source-Tracking,"Trackt LINE-User-Kontext (Persona, Entry-Token, Language) für personalisierte Bot-Antworten.",Gateway,Support/BackOffice,LINE-Benutzer,automatisiert,"userId, sourceId, entryToken → line_user_context, persona",supabase/functions/line-source-track/index.ts,live,nein,BELEGT
GW-137,Kontakt-Inbox (Dashboard),Admin-Inbox für eingehende Kontaktanfragen aus öffentlichem Formular.,Gateway,Support/BackOffice,Admin,automatisiert,– → Kontaktanfragen-Liste,src/pages/dashboard/ContactInbox.tsx,live,nein,BELEGT
GW-138,Benachrichtigungs-Center,"In-App Notification Center: Echtzeit-Notifications, gelesen/ungelesen, Filter nach Typ.",Gateway,Platform/Identity,Alle Rollen,automatisiert,"User-ID → Notifications-Liste, unread_count","src/pages/dashboard/Notifications.tsx, src/hooks/useNotifications.ts",live,nein,BELEGT
GW-139,Webhook Events (Send/Verify),Generisches Webhook-System: feuert Events an Central-Webhook-URL; Ping und Role-Check inklusive.,Gateway,Platform/Identity,"System/intern, Admin",automatisiert,"action=send/ping → event_id, Webhook-Status",supabase/functions/webhook-events/index.ts,live,nein,BELEGT
GW-140,Legal Acceptance & Consent,"Speichert Legal-Document-Acceptances (AGB, NDA, Data-Sharing, AI-Processing) und GDPR-Consents mit Zeitstempel.",Gateway,Regulatory,Alle Rollen,automatisiert,"documents[], consents[] → acceptance_ids",supabase/functions/legal-acceptance/index.ts,live,nein,BELEGT
GW-141,Consent Management Dashboard,Benutzer verwaltet GDPR-Einwilligungen und Data-Processing-Konsente; widerrufen/aktualisieren.,Gateway,Regulatory,Alle Rollen,automatisiert,"– → Consent-Liste, Widerruf",src/pages/dashboard/ConsentManagement.tsx,live,nein,BELEGT
GW-142,Signaturfang (Öffentliche Signatur-URL),Öffentliche Seite für Dokument-Signatur via magischem Token (DocuSign/DTrust-Redirect).,Gateway,Documents,Extern (Unterzeichner),automatisiert,token → Signatur-Formular,src/pages/SignatureCapture.tsx,live,nein,BELEGT
GW-143,Offline Sync Resolver (Farm-PWA),Empfängt offline-gequeuete Farm-Events (SQLite) und wendet sie auf kanonische Tabellen an; Konflikt-Erkennung und Deduplication.,Gateway,Cultivation,Farm (Field-Mode PWA),automatisiert,"offline_event_batch → applied_events, conflicts",supabase/functions/offline-sync-resolver/index.ts,live,nein,BELEGT
GW-144,InfinityYou AR-Gateway,Smart-Glasses AR-Backend: empfängt Kamera-Frames/Annotationen von InfinityYou OS; prüft GACP-Breach-Markers und Quarantäne-Zones; schreibt AR-Events.,Gateway,Facility,"InfinityYou OS, Farm-Inspector",automatisiert,"ar_observations, facility_id → ar_events, breach_flags",supabase/functions/infinityou-ar-gateway/index.ts,live,nein,BELEGT
GW-145,SAP Business One Integration,"Export von Batch-Daten nach SAP Business One: Purchase Order, Sales Order, Goods Receipt, Delivery Note als XML/JSON.",Gateway,Trade,Admin (SAP-Nutzer),automatisiert,"batch_id/shipment_id + action → SAP-Dokument-XML/JSON, export_log_id",supabase/functions/sap-integration/index.ts,im-Code,nein,BELEGT
GW-146,SAP S/4HANA Integration,OData/IDoc-Export nach SAP S/4HANA: generiert und optionally pusht OData-JSON oder IDoc-XML; Feld-Mappings konfigurierbar.,Gateway,Trade,Admin (SAP-Nutzer),automatisiert,"action=generate_odata/generate_idoc/push_odata → Export-Dokument, sap_export_log_id","supabase/functions/sap-s4hana/index.ts, src/pages/dashboard/SapS4Hana.tsx",im-Code,nein,BELEGT
GW-147,SAP Integration Dashboard,Übersicht SAP-Export-Logs für Business One und S/4HANA; Download-Funktion.,Gateway,Trade,Admin,automatisiert,"Filter → sap_export_log Liste, Download",src/pages/dashboard/SapIntegration.tsx,live,nein,BELEGT
GW-148,Business Partner Management,"Admin verwaltet Geschäftspartner (Importeure, Spediteure, Labs) mit Kontaktinfos und Partnertyp.",Gateway,Trade,Admin,automatisiert,Partner-Daten → partner_id,src/pages/dashboard/BusinessPartners.tsx,live,nein,BELEGT
GW-149,Team Management,"Verwaltung von Teammitgliedern, Einladungen und Rollen innerhalb einer Organisation.",Gateway,Platform/Identity,"Admin, Exporter",automatisiert,"team_member_data → invite_id, role",src/pages/dashboard/TeamManagement.tsx,live,nein,BELEGT
GW-150,HR & Recruiting,"Verwaltung offener Stellen, Bewerbungen und HR-Prozesse (Admin only).",Gateway,Support/BackOffice,Admin,automatisiert,"Job-Daten, Bewerbungen → HR-Records",src/pages/dashboard/HRRecruiting.tsx,live,nein,BELEGT
GW-151,Platform Settings (Admin),"Globale Plattform-Konfiguration: Feature-Flags, API-Keys, Integrationseinstellungen.",Gateway,Platform/Identity,Admin,automatisiert,Config-Werte → gespeicherte Settings,src/pages/dashboard/PlatformSettings.tsx,live,nein,BELEGT
GW-152,Admin Korrekturen,"Admin-Tool zur nachträglichen Datenkorrektur (Batch-Status, Fehler-Fix) mit Audit-Trail-Eintrag.",Gateway,Platform/Identity,Admin,menschlich,"Korrekturdaten → korrigierte Records, audit_trail",src/pages/dashboard/AdminCorrections.tsx,live,nein,BELEGT
GW-153,Verbindungsgesundheit (Connection Health),Dashboard für Cross-Platform-Verbindungsstatus: Gateway↔Marketplace↔AICert API-Health.,Gateway,Platform/Identity,Admin,automatisiert,– → connection_status pro App,src/pages/dashboard/ConnectionHealth.tsx,live,nein,BELEGT
GW-154,Dashboard Übersicht (Executive KPIs),"Zusammenfassende KPI-Übersicht: Chargen, Batches, Compliance-Score, aktive Cases.",Gateway,Platform/Identity,Alle Rollen,automatisiert,"User-Scope → KPI-Cards, Trend-Widgets","src/pages/dashboard/Overview.tsx, src/hooks/useDashboardStats.ts",live,nein,BELEGT
GW-155,Executive Command Center,"High-Level-Übersicht für Entscheider: kritische Alerts, Batch-Pipeline, Export-Readiness.",Gateway,Platform/Identity,"Exporter, Trader (Executive)",automatisiert,Scope → Executive-Dashboard mit kritischen Actions,src/pages/dashboard/ExecutiveCommandCenter.tsx,live,nein,BELEGT
